0	-0.037612245
0.028293546	-0.043194705
0.060123784	-0.03089699
0.083554377	0.033717421
0.107869142	0.117595454
0.131741821	0.201474704
0.1556145	0.283977806
0.177718833	0.349972015
0.207780725	0.422825055
0.236516357	0.480544132
0.268788683	0.507978244
0.310344828	0.437680384
0.339522546	0.370168885
0.367816092	0.313668995
0.395667551	0.247537293
0.424403183	0.184155452
0.458001768	0.124888667
0.480990274	0.05464191
0.50397878	-0.033494756
0.526083112	-0.120252841
0.558797524	-0.11621444
0.597701149	0.002027109
0.626436782	0.043232424
0.662687887	0.076160173
0.691423519	0.113237048
0.729442971	0.161297545
0.75729443	0.223147495
0.778956676	0.283638333
0.805481874	0.35099652
0.842175066	0.379794612
0.895667551	0.419555642
0.930150309	0.457992845
0.961980548	0.497813496
0.995137047	0.534878203
