0.001201923	0.406060606
0.032451923	0.381013258
0.059495192	0.355972283
0.0859375	0.327901916
0.114783654	0.303615785
0.139423077	0.27554815
0.165264423	0.245963542
0.193509615	0.216375291
0.222355769	0.185270979
0.247596154	0.160232736
0.274639423	0.135191761
0.3203125	0.100274075
0.3515625	0.077499454
0.383413462	0.061542104
0.415865385	0.050129298
0.450120192	0.042501639
0.486778846	0.040930944
0.519831731	0.046183894
0.555288462	0.057493808
0.584134615	0.068056163
0.614182692	0.082404575
0.647836538	0.102050554
0.677283654	0.119430179
0.707331731	0.140596773
0.740985577	0.163273055
0.766826923	0.180658144
0.798076923	0.201065341
0.828125	0.219959207
0.858173077	0.237337922
0.908653846	0.263019012
0.941105769	0.276606206
0.977163462	0.288672786
