46	85.7143	42.5714	50	252.8571	7.8571	4.1814
46.2857	89.2857	44.7143	41.4286	255	7.1429	4.4995
46.5714	93.5714	42.1429	45.7143	259.2857	6.1429	6.8982
46.8571	94.2857	44.2857	42.1429	252.1429	6	6.6522
47.1429	95	40.4286	48.5714	250.7143	6.4286	6.4176
47.4286	87.1429	43	42.8571	254.2857	6.5714	5.5608
47.7143	92.8571	46	47.1429	253.5714	6.2857	6.5945
48	91.4286	41.2857	49.2857	250	7.5714	4.4976
48.2857	85	41.7143	47.8571	256.4286	7.7143	4.2844
48.5714	90	40.8571	43.5714	260	6.7143	5.4645
48.8571	92.1429	40	45	257.1429	7	5.0794
49.1429	86.4286	45.1429	40.7143	251.4286	8	3.4874
49.4286	88.5714	45.5714	40	255.7143	7.2857	4.2231
49.7143	87.8571	43.4286	44.2857	258.5714	7.4286	4.4058
50	90.7143	43.8571	46.4286	257.8571	6.8571	5.4395
