0.001802885	-0.043940304
0.027043269	-0.01140279
0.043870192	0.0234202
0.060096154	0.06354713
0.072716346	0.105194675
0.083533654	0.143057073
0.096153846	0.18621977
0.106971154	0.224082168
0.118389423	0.268004261
0.129807692	0.308138476
0.142427885	0.349028446
0.153245192	0.386890844
0.167668269	0.430050809
0.186899038	0.477748944
0.209134615	0.516351617
0.240985577	0.532212449
0.2734375	0.508678431
0.291466346	0.476832933
0.308894231	0.437412587
0.324519231	0.397994974
0.337139423	0.36085464
0.349158654	0.319169763
0.363581731	0.27975397
0.375	0.236554851
0.391826923	0.181983902
0.402644231	0.143331148
0.415865385	0.104674752
0.430889423	0.064500473
0.443509615	0.026602564
0.457932692	-0.017358683
0.475961538	-0.053749636
0.494591346	-0.089383923
0.518028846	-0.119722465
0.550480769	-0.136438301
0.581129808	-0.129666557
0.611778846	-0.098652389
0.635216346	-0.06308184
0.65625	-0.0290228
0.674278846	0.008828671
0.691706731	0.049711356
0.704927885	0.086812536
0.721153846	0.123151588
0.736778846	0.164037005
0.75	0.20189576
0.766826923	0.241264205
0.780048077	0.283668415
0.794471154	0.32152535
0.808894231	0.362412587
0.823317308	0.397239219
0.836538462	0.429037369
0.854567308	0.474464598
0.868990385	0.512321533
0.887019231	0.548657853
0.905048077	0.59256993
0.920673077	0.625879589
0.939903846	0.661456512
0.960336538	0.700061917
0.979567308	0.733366113
0.997596154	0.762126675
