0.000884173	1.068807339
0.021220159	0.968292653
0.036251105	0.870544862
0.047303271	0.772808021
0.060565871	0.67781739
0.072944297	0.571820018
0.08576481	0.471326017
0.098143236	0.374961672
0.112290009	0.2620787
0.124668435	0.154705181
0.135278515	0.072107172
0.148983201	-0.032517704
0.172413793	-0.181206045
0.188328912	-0.27482783
0.208664898	-0.368461782
0.237842617	-0.418083372
0.271883289	-0.419553209
0.302387268	-0.375600467
0.32979664	-0.30549242
0.352785146	-0.22023459
0.371794872	-0.122580488
0.391688771	-0.035937994
0.40893015	0.061720974
0.430592396	0.164872363
0.451370469	0.246007836
0.477453581	0.324376414
0.51061008	0.331165892
0.539787798	0.320076412
0.568081344	0.4011912
0.597259063	0.471294381
0.630857648	0.439550532
0.660477454	0.380294697
0.690981432	0.301770375
0.723253758	0.202598983
0.748894783	0.119959604
0.778514589	0.052446889
0.808134394	-0.019194267
0.829354553	-0.105949918
0.849690539	-0.188574696
0.870026525	-0.284960942
0.894783378	-0.375854768
0.920424403	-0.450237267
0.947833775	-0.521872338
0.976127321	-0.59075755
1	-0.637612245
